listing_id,city,state,locality,property_type,area_sqft,builtup_area_sqft,bhk,bathrooms,property_age,year_built,floor,total_floors,furnishing,parking,amenities_count,facing,latitude,longitude,price,price_per_sqft,currency,listing_status,synthetic_data,log_price,location_key
IND-000001,Indore,Madhya Pradesh,Super Corridor,Apartment,1554,1554,3,3,6,2020,2,5,Furnished,1,6,South,22.7224285,75.8102007,6880000,4427.28,INR,Active,True,15.744129,Indore | Super Corridor
IND-000668,Bengaluru,Karnataka,Electronic City,Apartment,1650,1650,3,3,7,2019,22,28,Furnished,2,3,South,12.8546581,77.6692723,13940000,8448.48,INR,Active,True,16.450273,Bengaluru | Electronic City
IND-000669,Indore,Madhya Pradesh,Rau,Independent House,3577,3577,5,5,8,2018,0,0,Semi-Furnished,1,7,East,22.6421763,75.8109137,13860000,3874.76,INR,Active,True,16.444518,Indore | Rau
IND-000670,Coimbatore,Tamil Nadu,Saravanampatti,Villa,3584,3584,4,4,7,2019,0,0,Furnished,1,5,South-East,11.0879084,77.002058,13930000,3886.72,INR,Active,True,16.449555,Coimbatore | Saravanampatti
IND-000671,Mumbai,Maharashtra,Navi Mumbai,Independent House,2795,2795,4,5,7,2019,0,0,Furnished,1,2,North-West,19.0374824,73.035196,47730000,17076.92,INR,Sold,True,17.681071,Mumbai | Navi Mumbai
IND-000672,Lucknow,Uttar Pradesh,Aliganj,Villa,2824,2824,4,4,10,2016,0,0,Furnished,2,6,East,26.8941741,80.9507564,14570000,5159.35,INR,Active,True,16.494475,Lucknow | Aliganj
IND-000673,Nagpur,Maharashtra,Hingna,Independent House,3730,3730,5,5,8,2018,0,0,Furnished,2,1,East,21.1029865,78.9751776,14000000,3753.35,INR,Active,True,16.454568,Nagpur | Hingna
IND-000674,Nagpur,Maharashtra,Wardha Road,Apartment,2783,2783,4,4,24,2002,6,10,Semi-Furnished,1,0,North,21.0911452,79.0493077,8200000,2946.46,INR,Active,True,15.919645,Nagpur | Wardha Road
IND-000675,Lucknow,Uttar Pradesh,Mahanagar,Plot,3818,3818,0,0,13,2013,0,0,Furnished,3,10,North-West,26.8856675,80.9760089,12780000,3347.3,INR,Active,True,16.363392,Lucknow | Mahanagar
IND-000676,Kolkata,West Bengal,Behala,Apartment,1632,1632,3,3,21,2005,3,11,Semi-Furnished,2,1,North-West,22.4943972,88.3173344,7030000,4307.6,INR,Active,True,15.765697,Kolkata | Behala
IND-000677,Chennai,Tamil Nadu,Anna Nagar,Apartment,1941,1941,3,3,14,2012,23,26,Furnished,1,6,East,13.100116,80.2066515,11180000,5759.92,INR,Active,True,16.229637,Chennai | Anna Nagar
IND-000678,Chandigarh,Chandigarh,Mohali,Apartment,999,999,2,2,6,2020,20,26,Semi-Furnished,2,0,South-West,30.705337,76.7096444,8650000,8658.66,INR,Active,True,15.97307,Chandigarh | Mohali
IND-000679,Delhi,Delhi,Dwarka,Apartment,1093,1093,2,3,2,2024,17,18,Unfurnished,0,0,South,28.5882225,77.039912,10190000,9322.96,INR,Active,True,16.136918,Delhi | Dwarka
IND-000680,Mumbai,Maharashtra,Bandra,Villa,2106,2106,3,3,4,2022,0,0,Unfurnished,2,3,North-West,19.0645108,72.8245372,54420000,25840.46,INR,Sold,True,17.812242,Mumbai | Bandra
IND-000681,Bengaluru,Karnataka,Electronic City,Apartment,2316,2316,4,4,1,2025,23,31,Semi-Furnished,2,0,East,12.8446568,77.6667593,18080000,7806.56,INR,Active,True,16.710317,Bengaluru | Electronic City
IND-000682,Kolkata,West Bengal,Ballygunge,Apartment,1403,1403,3,3,9,2017,16,18,Semi-Furnished,3,11,East,22.5300198,88.3692763,5890000,4198.15,INR,Sold,True,15.588767,Kolkata | Ballygunge
IND-000683,Lucknow,Uttar Pradesh,Aliganj,Apartment,1189,1189,2,3,15,2011,6,14,Unfurnished,1,12,South-West,26.8851653,80.9416301,4550000,3826.75,INR,Active,True,15.330638,Lucknow | Aliganj
IND-000684,Jaipur,Rajasthan,C-Scheme,Apartment,2622,2622,4,4,4,2022,21,31,Furnished,2,12,South-West,26.9140984,75.794128,12240000,4668.19,INR,Active,True,16.32022,Jaipur | C-Scheme
IND-000685,Kochi,Kerala,Marine Drive,Villa,1268,1268,3,4,19,2007,0,0,Unfurnished,2,9,South-West,9.986997,76.2681694,6030000,4755.52,INR,Sold,True,15.612258,Kochi | Marine Drive
IND-000686,Chandigarh,Chandigarh,Sector 22,Apartment,2403,2403,4,4,25,2001,19,26,Semi-Furnished,3,1,South-East,30.7253699,76.7686334,13510000,5622.14,INR,Sold,True,16.418941,Chandigarh | Sector 22
IND-000687,Pune,Maharashtra,Kharadi,Independent House,3073,3073,4,4,23,2003,0,0,Unfurnished,0,8,North-East,18.549931,73.9500918,18370000,5977.87,INR,Sold,True,16.72623,Pune | Kharadi
IND-000688,Chandigarh,Chandigarh,Sector 34,Apartment,1526,1526,3,4,8,2018,15,24,Furnished,0,6,South,30.7266796,76.7607254,11340000,7431.19,INR,Sold,True,16.243847,Chandigarh | Sector 34
IND-000689,Coimbatore,Tamil Nadu,Saravanampatti,Villa,3103,3103,4,4,14,2012,0,0,Semi-Furnished,3,3,North,11.0718878,76.9977404,10580000,3409.6,INR,Active,True,16.174476,Coimbatore | Saravanampatti
IND-000690,Delhi,Delhi,Mayur Vihar,Apartment,1634,1634,3,4,15,2011,24,24,Unfurnished,1,5,East,28.6102346,77.300109,17040000,10428.4,INR,Active,True,16.651074,Delhi | Mayur Vihar
IND-000691,Nagpur,Maharashtra,Manish Nagar,Plot,3312,3312,0,0,8,2018,0,0,Furnished,1,11,South-West,21.0843391,79.076464,8770000,2647.95,INR,Active,True,15.986847,Nagpur | Manish Nagar
IND-000692,Nagpur,Maharashtra,Manish Nagar,Villa,3844,3844,5,6,15,2011,0,0,Semi-Furnished,2,5,North-East,21.0899199,79.0580103,15270000,3972.42,INR,Active,True,16.541401,Nagpur | Manish Nagar
IND-000693,Nagpur,Maharashtra,Mihan,Apartment,1781,1781,3,3,25,2001,12,12,Semi-Furnished,2,0,South-West,21.0772605,78.9277724,5540000,3110.61,INR,Active,True,15.527505,Nagpur | Mihan
IND-000694,Visakhapatnam,Andhra Pradesh,Dwaraka Nagar,Apartment,1621,1621,3,3,23,2003,3,3,Unfurnished,1,10,North,17.7058116,83.3078098,4610000,2843.92,INR,Active,True,15.343739,Visakhapatnam | Dwaraka Nagar
IND-000695,Chandigarh,Chandigarh,Sector 17,Plot,3482,3482,0,0,15,2011,0,0,Semi-Furnished,1,3,South-East,30.7526316,76.7903224,13810000,3966.11,INR,Active,True,16.440904,Chandigarh | Sector 17
IND-000696,Kochi,Kerala,Marine Drive,Independent House,2370,2370,3,4,24,2002,0,0,Unfurnished,1,0,South-East,9.9719496,76.2689787,8070000,3405.06,INR,Active,True,15.903664,Kochi | Marine Drive
IND-000697,Mumbai,Maharashtra,Thane,Independent House,1766,1766,3,4,16,2010,0,0,Furnished,0,10,West,19.2154474,72.9768899,22060000,12491.51,INR,Active,True,16.909277,Mumbai | Thane
IND-000698,Coimbatore,Tamil Nadu,RS Puram,Plot,1472,1472,0,0,8,2018,0,0,Semi-Furnished,1,11,North-East,11.0007571,76.9486764,3880000,2635.87,INR,Sold,True,15.171346,Coimbatore | RS Puram
IND-000699,Pune,Maharashtra,Baner,Plot,1067,1067,0,0,21,2005,0,0,Semi-Furnished,2,0,East,18.5536551,73.7885535,5420000,5079.66,INR,Active,True,15.505607,Pune | Baner
IND-000700,Visakhapatnam,Andhra Pradesh,Dwaraka Nagar,Villa,2261,2261,3,3,23,2003,0,0,Furnished,2,12,South-West,17.7160879,83.2919997,10110000,4471.47,INR,Active,True,16.129036,Visakhapatnam | Dwaraka Nagar
IND-000701,Chandigarh,Chandigarh,Sector 34,Villa,2963,2963,3,3,4,2022,0,0,Unfurnished,2,9,South-East,30.7260344,76.7594982,24700000,8336.15,INR,Active,True,17.022314,Chandigarh | Sector 34
IND-000702,Nagpur,Maharashtra,Hingna,Apartment,1620,1620,3,4,15,2011,10,19,Furnished,0,4,North-West,21.0989919,78.9733121,5730000,3537.04,INR,Active,True,15.561226,Nagpur | Hingna
IND-000703,Chennai,Tamil Nadu,Tambaram,Plot,4129,4129,0,0,11,2015,0,0,Unfurnished,3,4,South-East,12.9221726,80.0947218,17290000,4187.45,INR,Active,True,16.665639,Chennai | Tambaram
IND-000704,Chandigarh,Chandigarh,Zirakpur,Apartment,1709,1709,3,4,18,2008,5,8,Semi-Furnished,3,6,South,30.6508572,76.8321426,9800000,5734.35,INR,Active,True,16.097893,Chandigarh | Zirakpur
IND-000705,Kolkata,West Bengal,Rajarhat,Apartment,922,922,2,2,8,2018,20,21,Semi-Furnished,1,5,West,22.6257732,88.4636148,4420000,4793.93,INR,Sold,True,15.30165,Kolkata | Rajarhat
IND-000706,Nagpur,Maharashtra,Hingna,Apartment,1454,1454,3,3,25,2001,7,8,Unfurnished,0,4,North-West,21.1114424,78.9743279,4140000,2847.32,INR,Active,True,15.236207,Nagpur | Hingna
IND-000707,Mumbai,Maharashtra,Navi Mumbai,Independent House,1347,1347,2,3,20,2006,0,0,Semi-Furnished,2,0,West,19.0338499,73.0239802,17310000,12850.78,INR,Active,True,16.666795,Mumbai | Navi Mumbai
IND-000708,Indore,Madhya Pradesh,Palasia,Villa,2270,2270,3,4,3,2023,0,0,Semi-Furnished,0,9,North-East,22.7205642,75.8657364,9180000,4044.05,INR,Active,True,16.032538,Indore | Palasia
IND-000709,Chandigarh,Chandigarh,Panchkula,Independent House,1978,1978,3,3,17,2009,0,0,Unfurnished,0,11,West,30.6991032,76.8521786,11920000,6026.29,INR,Sold,True,16.293728,Chandigarh | Panchkula
IND-000710,Lucknow,Uttar Pradesh,Indira Nagar,Apartment,1459,1459,2,3,4,2022,4,6,Furnished,0,8,North-East,26.885278,81.0244815,5920000,4057.57,INR,Active,True,15.593847,Lucknow | Indira Nagar
IND-000711,Chandigarh,Chandigarh,Mohali,Apartment,987,987,2,2,18,2008,10,19,Unfurnished,0,7,East,30.7075869,76.7292399,6730000,6818.64,INR,Active,True,15.722086,Chandigarh | Mohali
IND-000712,Pune,Maharashtra,Hadapsar,Apartment,1184,1184,2,2,0,2026,14,17,Furnished,0,2,North-West,18.5058114,73.9155399,9700000,8192.57,INR,Active,True,16.087637,Pune | Hadapsar
IND-000713,Indore,Madhya Pradesh,Rau,Plot,4441,4441,0,0,12,2014,0,0,Furnished,1,10,North-East,22.6363446,75.8065723,13350000,3006.08,INR,Active,True,16.407027,Indore | Rau
IND-000714,Indore,Madhya Pradesh,Bhawarkuan,Apartment,1393,1393,3,3,20,2006,10,16,Unfurnished,2,1,South,22.6874575,75.8620531,4910000,3524.77,INR,Sold,True,15.406785,Indore | Bhawarkuan
IND-000715,Mumbai,Maharashtra,Borivali,Apartment,1315,1315,3,3,14,2012,15,24,Semi-Furnished,2,9,South-West,19.2292206,72.8555899,21690000,16494.3,INR,Sold,True,16.892362,Mumbai | Borivali
IND-000716,Lucknow,Uttar Pradesh,Hazratganj,Apartment,724,724,2,2,10,2016,16,26,Semi-Furnished,1,6,North,26.8510608,80.9408112,3400000,4696.13,INR,Active,True,15.039286,Lucknow | Hazratganj
IND-000717,Nagpur,Maharashtra,Hingna,Apartment,1717,1717,3,4,5,2021,10,11,Unfurnished,1,10,South,21.1173353,78.9781419,6100000,3552.71,INR,Active,True,15.623799,Nagpur | Hingna
IND-000718,Lucknow,Uttar Pradesh,Sushant Golf City,Independent House,2603,2603,4,4,15,2011,0,0,Furnished,1,3,South-West,26.7635877,80.9952991,8980000,3449.87,INR,Active,True,16.010511,Lucknow | Sushant Golf City
IND-000719,Jaipur,Rajasthan,Malviya Nagar,Independent House,2332,2332,4,4,25,2001,0,0,Unfurnished,0,6,South-West,26.8426448,75.8196128,7560000,3241.85,INR,Active,True,15.838382,Jaipur | Malviya Nagar
IND-000720,Lucknow,Uttar Pradesh,Hazratganj,Villa,3867,3867,4,4,16,2010,0,0,Unfurnished,1,6,South-East,26.8416804,80.9520196,17050000,4409.1,INR,Sold,True,16.651661,Lucknow | Hazratganj
IND-000721,Coimbatore,Tamil Nadu,Gandhipuram,Apartment,663,663,1,2,17,2009,10,18,Semi-Furnished,2,12,South-West,11.0120771,76.9590671,2490000,3755.66,INR,Sold,True,14.727794,Coimbatore | Gandhipuram
IND-000722,Kochi,Kerala,Vyttila,Independent House,2634,2634,4,4,4,2022,0,0,Furnished,1,6,North-West,9.9684403,76.3232712,12400000,4707.67,INR,Sold,True,16.333207,Kochi | Vyttila
IND-000723,Nagpur,Maharashtra,Hingna,Villa,4239,4239,5,5,4,2022,0,0,Semi-Furnished,2,1,East,21.1047633,78.9868652,18170000,4286.39,INR,Active,True,16.715282,Nagpur | Hingna
IND-000724,Mumbai,Maharashtra,Borivali,Apartment,2488,2488,4,4,21,2005,25,33,Semi-Furnished,0,6,South-East,19.2299543,72.8651853,36880000,14823.15,INR,Active,True,17.42318,Mumbai | Borivali
IND-000725,Jaipur,Rajasthan,C-Scheme,Plot,1230,1230,0,0,17,2009,0,0,Furnished,0,9,North,26.9136257,75.7966483,3590000,2918.7,INR,Active,True,15.093663,Jaipur | C-Scheme
IND-000726,Ahmedabad,Gujarat,Thaltej,Independent House,1833,1833,2,2,15,2011,0,0,Furnished,2,3,West,23.0575623,72.505432,10030000,5471.9,INR,Active,True,16.121091,Ahmedabad | Thaltej
IND-000727,Chennai,Tamil Nadu,Anna Nagar,Independent House,2225,2225,4,5,14,2012,0,0,Furnished,0,4,South-East,13.0865761,80.2070356,13410000,6026.97,INR,Sold,True,16.411511,Chennai | Anna Nagar
IND-000728,Bengaluru,Karnataka,Yelahanka,Independent House,1527,1527,2,2,4,2022,0,0,Furnished,2,12,South,13.0882114,77.5996169,12090000,7917.49,INR,Active,True,16.307889,Bengaluru | Yelahanka
IND-000729,Chandigarh,Chandigarh,Sector 17,Independent House,1035,1035,2,2,5,2021,0,0,Semi-Furnished,1,11,North-East,30.7508188,76.7927369,6950000,6714.98,INR,Active,True,15.754252,Chandigarh | Sector 17
IND-000730,Mumbai,Maharashtra,Bandra,Independent House,1727,1727,3,3,4,2022,0,0,Unfurnished,0,7,North,19.0573864,72.8344788,41210000,23862.19,INR,Active,True,17.534192,Mumbai | Bandra
IND-000731,Lucknow,Uttar Pradesh,Gomti Nagar,Plot,1097,1097,0,0,10,2016,0,0,Semi-Furnished,3,8,North,26.8363539,81.0005703,3530000,3217.87,INR,Active,True,15.076809,Lucknow | Gomti Nagar
IND-000732,Nagpur,Maharashtra,Wardha Road,Apartment,1701,1701,3,4,5,2021,9,11,Semi-Furnished,2,8,South-West,21.0965268,79.0473835,5570000,3274.54,INR,Sold,True,15.532906,Nagpur | Wardha Road
IND-000733,Chandigarh,Chandigarh,Panchkula,Apartment,1535,1535,3,3,24,2002,25,31,Furnished,2,7,North,30.6849439,76.8660401,9180000,5980.46,INR,Active,True,16.032538,Chandigarh | Panchkula
IND-000734,Indore,Madhya Pradesh,Bhawarkuan,Apartment,2227,2227,4,4,17,2009,23,27,Unfurnished,2,6,East,22.6917288,75.8618409,8690000,3902.11,INR,Active,True,15.977684,Indore | Bhawarkuan
IND-000735,Nagpur,Maharashtra,Hingna,Apartment,1003,1003,2,2,3,2023,19,24,Furnished,1,6,South-East,21.1013956,78.9866175,3740000,3728.81,INR,Active,True,15.134596,Nagpur | Hingna
IND-000736,Nagpur,Maharashtra,Manish Nagar,Apartment,725,725,1,1,24,2002,20,25,Unfurnished,1,4,South-West,21.0892075,79.0764837,2220000,3062.07,INR,Active,True,14.613018,Nagpur | Manish Nagar
IND-000737,Coimbatore,Tamil Nadu,Peelamedu,Apartment,1290,1290,2,3,10,2016,6,13,Semi-Furnished,3,7,South,11.0338273,77.021081,4460000,3457.36,INR,Active,True,15.31066,Coimbatore | Peelamedu
IND-000738,Mumbai,Maharashtra,Thane,Independent House,1390,1390,2,3,15,2011,0,0,Unfurnished,0,1,North-East,19.2182996,72.9826202,21670000,15589.93,INR,Active,True,16.891439,Mumbai | Thane
IND-000739,Mumbai,Maharashtra,Borivali,Apartment,1215,1215,2,3,22,2004,8,13,Unfurnished,2,7,South-East,19.2338732,72.8581835,19160000,15769.55,INR,Active,True,16.768335,Mumbai | Borivali
IND-000740,Kolkata,West Bengal,Ballygunge,Apartment,1260,1260,2,2,15,2011,10,12,Unfurnished,1,11,East,22.5368704,88.3646315,5380000,4269.84,INR,Active,True,15.498199,Kolkata | Ballygunge
IND-000741,Pune,Maharashtra,Kharadi,Plot,3092,3092,0,0,3,2023,0,0,Furnished,2,1,South-West,18.5487612,73.9452765,19200000,6209.57,INR,Active,True,16.770421,Pune | Kharadi
IND-000742,Coimbatore,Tamil Nadu,RS Puram,Apartment,2408,2408,4,4,24,2002,24,26,Unfurnished,0,6,South,11.0202347,76.9533987,7510000,3118.77,INR,Active,True,15.831746,Coimbatore | RS Puram
IND-000743,Visakhapatnam,Andhra Pradesh,MVP Colony,Apartment,1154,1154,2,2,21,2005,4,14,Semi-Furnished,1,12,South-West,17.7371159,83.3255381,4500000,3899.48,INR,Active,True,15.319588,Visakhapatnam | MVP Colony
IND-000744,Chennai,Tamil Nadu,Tambaram,Independent House,2868,2868,4,5,20,2006,0,0,Unfurnished,3,12,North,12.9222551,80.0926636,13470000,4696.65,INR,Active,True,16.415976,Chennai | Tambaram
IND-000745,Indore,Madhya Pradesh,Scheme 78,Apartment,1040,1040,2,2,10,2016,23,27,Unfurnished,2,1,South,22.7600033,75.9131701,3330000,3201.92,INR,Active,True,15.018483,Indore | Scheme 78
IND-000746,Mumbai,Maharashtra,Andheri,Villa,2355,2355,3,3,2,2024,0,0,Unfurnished,2,9,South-West,19.1176006,72.8517481,59960000,25460.72,INR,Active,True,17.909188,Mumbai | Andheri
IND-000747,Nagpur,Maharashtra,Hingna,Plot,4241,4241,0,0,2,2024,0,0,Semi-Furnished,1,2,East,21.1207151,78.9868279,13550000,3195.0,INR,Sold,True,16.421897,Nagpur | Hingna
IND-000748,Ahmedabad,Gujarat,Satellite,Plot,4500,4500,0,0,17,2009,0,0,Furnished,1,1,North,23.0349939,72.5097163,17550000,3900.0,INR,Active,True,16.680565,Ahmedabad | Satellite
IND-000749,Indore,Madhya Pradesh,Palasia,Apartment,1017,1017,2,3,25,2001,22,25,Unfurnished,1,0,South-West,22.722134,75.8489782,3480000,3421.83,INR,Active,True,15.062543,Indore | Palasia
IND-000750,Jaipur,Rajasthan,Mansarovar,Apartment,1122,1122,2,3,12,2014,6,13,Unfurnished,1,9,West,26.856083,75.7567017,4710000,4197.86,INR,Active,True,15.365199,Jaipur | Mansarovar
IND-000751,Bengaluru,Karnataka,Yelahanka,Apartment,1209,1209,2,3,10,2016,11,20,Furnished,2,8,South-West,13.1102862,77.5860955,8390000,6939.62,INR,Sold,True,15.942551,Bengaluru | Yelahanka
IND-000752,Mumbai,Maharashtra,Navi Mumbai,Apartment,2385,2385,4,4,13,2013,6,15,Semi-Furnished,2,10,North-East,19.029944,73.0309371,39960000,16754.72,INR,Active,True,17.50339,Mumbai | Navi Mumbai
IND-000753,Chandigarh,Chandigarh,Sector 34,Plot,2049,2049,0,0,23,2003,0,0,Semi-Furnished,1,3,South-East,30.7213756,76.7609105,8630000,4211.81,INR,Sold,True,15.970755,Chandigarh | Sector 34
IND-000754,Pune,Maharashtra,Wakad,Apartment,1034,1034,2,2,24,2002,5,12,Unfurnished,1,11,North-West,18.5991898,73.7636722,6100000,5899.42,INR,Active,True,15.623799,Pune | Wakad
IND-000755,Mumbai,Maharashtra,Thane,Apartment,1638,1638,3,4,9,2017,12,18,Semi-Furnished,2,10,North,19.2188603,72.979308,27050000,16514.04,INR,Sold,True,17.113198,Mumbai | Thane
IND-000756,Visakhapatnam,Andhra Pradesh,Seethammadhara,Villa,2827,2827,4,4,8,2018,0,0,Semi-Furnished,1,12,North-West,17.7409242,83.3072447,12920000,4570.22,INR,Active,True,16.374287,Visakhapatnam | Seethammadhara
IND-000757,Bengaluru,Karnataka,Electronic City,Villa,4399,4399,5,6,20,2006,0,0,Unfurnished,1,12,North-East,12.8500884,77.6581893,31710000,7208.46,INR,Sold,True,17.272143,Bengaluru | Electronic City
IND-000758,Visakhapatnam,Andhra Pradesh,Rushikonda,Villa,3321,3321,4,4,10,2016,0,0,Furnished,3,7,North-West,17.7921198,83.376889,15700000,4727.49,INR,Active,True,16.569171,Visakhapatnam | Rushikonda
IND-000759,Pune,Maharashtra,Kharadi,Apartment,1061,1061,2,2,17,2009,13,20,Unfurnished,2,0,South-East,18.5545724,73.949821,6220000,5862.39,INR,Sold,True,15.643281,Pune | Kharadi
IND-000760,Chandigarh,Chandigarh,Sector 34,Apartment,2376,2376,4,4,19,2007,25,27,Furnished,2,6,West,30.7154265,76.7657954,15890000,6687.71,INR,Active,True,16.581201,Chandigarh | Sector 34
IND-000761,Visakhapatnam,Andhra Pradesh,Gajuwaka,Apartment,1328,1328,2,2,25,2001,1,7,Unfurnished,1,3,South,17.6931927,83.2152499,4400000,3313.25,INR,Sold,True,15.297115,Visakhapatnam | Gajuwaka
IND-000762,Nagpur,Maharashtra,Wardha Road,Villa,2788,2788,4,4,8,2018,0,0,Furnished,1,2,East,21.0932047,79.040938,10860000,3895.27,INR,Active,True,16.200597,Nagpur | Wardha Road
IND-000763,Kochi,Kerala,Tripunithura,Apartment,2104,2104,4,4,13,2013,14,14,Furnished,2,4,North,9.9382221,76.3555096,10540000,5009.51,INR,Sold,True,16.170688,Kochi | Tripunithura
IND-000764,Kochi,Kerala,Aluva,Apartment,792,792,2,3,24,2002,14,20,Furnished,1,8,North,10.1124701,76.3498384,3680000,4646.46,INR,Active,True,15.118424,Kochi | Aluva
IND-000765,Delhi,Delhi,Vasant Kunj,Apartment,1029,1029,2,2,22,2004,17,17,Semi-Furnished,2,7,South-East,28.529311,77.160321,8970000,8717.2,INR,Sold,True,16.009396,Delhi | Vasant Kunj
IND-000766,Nagpur,Maharashtra,Mihan,Apartment,676,676,2,2,6,2020,22,32,Furnished,0,2,South-West,21.0833695,78.9303027,2700000,3994.08,INR,Active,True,14.808763,Nagpur | Mihan
IND-000767,Bengaluru,Karnataka,HSR Layout,Plot,1524,1524,0,0,8,2018,0,0,Furnished,3,9,West,12.9131721,77.6380916,9340000,6128.61,INR,Sold,True,16.049817,Bengaluru | HSR Layout
IND-000768,Ahmedabad,Gujarat,Chandkheda,Plot,4483,4483,0,0,6,2020,0,0,Furnished,1,5,North-East,23.1239503,72.5992097,19220000,4287.31,INR,Active,True,16.771462,Ahmedabad | Chandkheda
IND-000769,Pune,Maharashtra,Viman Nagar,Apartment,1239,1239,2,3,12,2014,6,11,Furnished,1,11,North,18.5711288,73.919261,8800000,7102.5,INR,Active,True,15.990262,Pune | Viman Nagar
IND-000770,Chandigarh,Chandigarh,Zirakpur,Plot,2929,2929,0,0,16,2010,0,0,Semi-Furnished,2,7,South-West,30.6379917,76.8280071,15140000,5169.0,INR,Active,True,16.532851,Chandigarh | Zirakpur
IND-000771,Kolkata,West Bengal,Rajarhat,Villa,3110,3110,4,5,13,2013,0,0,Unfurnished,1,1,South,22.6260229,88.4622261,19410000,6241.16,INR,Active,True,16.781299,Kolkata | Rajarhat
IND-000772,Ahmedabad,Gujarat,Bopal,Independent House,2315,2315,3,3,7,2019,0,0,Furnished,2,5,East,23.0318005,72.4577978,12050000,5205.18,INR,Active,True,16.304575,Ahmedabad | Bopal
IND-000773,Delhi,Delhi,Dwarka,Apartment,868,868,1,2,2,2024,2,2,Furnished,2,8,South-East,28.5894133,77.0430567,9250000,10656.68,INR,Active,True,16.040134,Delhi | Dwarka
IND-000774,Chandigarh,Chandigarh,Mohali,Apartment,829,829,1,1,11,2015,8,15,Furnished,1,12,North-West,30.7033349,76.7237817,5140000,6200.24,INR,Active,True,15.452564,Chandigarh | Mohali
IND-000775,Chandigarh,Chandigarh,Sector 34,Apartment,2075,2075,4,4,12,2014,23,32,Unfurnished,1,8,South-West,30.7162116,76.7575778,11950000,5759.04,INR,Active,True,16.296242,Chandigarh | Sector 34
IND-000776,Bengaluru,Karnataka,HSR Layout,Apartment,1947,1947,3,3,3,2023,20,22,Furnished,1,4,East,12.9161938,77.6360324,14800000,7601.44,INR,Active,True,16.510138,Bengaluru | HSR Layout
IND-000777,Chandigarh,Chandigarh,Mohali,Apartment,1055,1055,2,2,10,2016,4,9,Furnished,0,5,East,30.7091234,76.7167516,6740000,6388.63,INR,Active,True,15.723571,Chandigarh | Mohali
IND-000778,Bengaluru,Karnataka,Electronic City,Apartment,1592,1592,3,3,14,2012,3,4,Furnished,2,6,North,12.8441783,77.6481959,12420000,7801.51,INR,Active,True,16.334819,Bengaluru | Electronic City
IND-000779,Lucknow,Uttar Pradesh,Mahanagar,Apartment,1061,1061,2,2,25,2001,21,31,Unfurnished,0,11,West,26.8609603,80.9734604,3860000,3638.08,INR,Active,True,15.166178,Lucknow | Mahanagar
IND-000780,Kochi,Kerala,Edappally,Independent House,1771,1771,3,3,15,2011,0,0,Furnished,0,2,North,10.0259327,76.3015415,6890000,3890.46,INR,Active,True,15.745582,Kochi | Edappally
IND-000781,Chennai,Tamil Nadu,Tambaram,Apartment,680,680,1,1,12,2014,20,28,Unfurnished,0,6,North-East,12.9287936,80.1074687,3740000,5500.0,INR,Active,True,15.134596,Chennai | Tambaram
IND-000782,Chandigarh,Chandigarh,Sector 22,Apartment,1602,1602,3,3,1,2025,19,19,Unfurnished,2,2,South,30.7318966,76.7749733,11270000,7034.96,INR,Active,True,16.237655,Chandigarh | Sector 22
IND-000783,Delhi,Delhi,Vasant Kunj,Independent House,2479,2479,3,3,8,2018,0,0,Unfurnished,2,3,West,28.5210588,77.1548454,23060000,9302.14,INR,Active,True,16.95361,Delhi | Vasant Kunj
IND-000784,Indore,Madhya Pradesh,Rau,Apartment,1539,1539,3,3,1,2025,20,21,Furnished,2,4,South-East,22.6499099,75.7976634,6190000,4022.09,INR,Active,True,15.638446,Indore | Rau
IND-000785,Jaipur,Rajasthan,C-Scheme,Villa,3135,3135,4,4,22,2004,0,0,Semi-Furnished,1,0,South-East,26.9081541,75.8044691,12490000,3984.05,INR,Sold,True,16.340439,Jaipur | C-Scheme
IND-000786,Chennai,Tamil Nadu,Porur,Apartment,1207,1207,2,3,10,2016,21,24,Unfurnished,3,6,East,13.0343012,80.1583965,6790000,5625.52,INR,Active,True,15.730962,Chennai | Porur
IND-000787,Ahmedabad,Gujarat,Thaltej,Independent House,2412,2412,3,3,12,2014,0,0,Semi-Furnished,1,3,North-East,23.06147,72.517197,9670000,4009.12,INR,Active,True,16.084539,Ahmedabad | Thaltej
IND-000788,Coimbatore,Tamil Nadu,RS Puram,Apartment,1896,1896,3,3,20,2006,14,16,Furnished,1,7,South-East,11.0140268,76.943947,6430000,3391.35,INR,Active,True,15.676485,Coimbatore | RS Puram
IND-000789,Kolkata,West Bengal,New Town,Apartment,2179,2179,4,4,13,2013,12,22,Unfurnished,3,10,West,22.5743751,88.4311097,11810000,5419.92,INR,Active,True,16.284457,Kolkata | New Town
IND-000790,Delhi,Delhi,Saket,Villa,1873,1873,4,4,14,2012,0,0,Semi-Furnished,2,0,South-West,28.5173557,77.2095612,19230000,10266.95,INR,Sold,True,16.771982,Delhi | Saket
IND-000791,Chandigarh,Chandigarh,Sector 34,Apartment,2265,2265,4,4,24,2002,25,31,Furnished,1,4,North-West,30.7358575,76.766229,15110000,6671.08,INR,Active,True,16.530867,Chandigarh | Sector 34
IND-000792,Indore,Madhya Pradesh,Scheme 78,Independent House,2916,2916,4,4,10,2016,0,0,Furnished,0,7,South-East,22.7548132,75.8953743,12020000,4122.09,INR,Active,True,16.302083,Indore | Scheme 78
